DO Disease ID	DO Disease Name	OMIM IDs	Mouse MGI ID
DOID:9952	acute lymphoblastic leukemia	OMIM:247640|OMIM:613065	MGI:102811
DOID:9952	acute lymphoblastic leukemia	OMIM:247640|OMIM:613065	MGI:99460
DOID:9952	acute lymphoblastic leukemia	OMIM:247640|OMIM:613065	MGI:5788538
DOID:9952	acute lymphoblastic leukemia	OMIM:247640|OMIM:613065	MGI:4843438
DOID:9952	acute lymphoblastic leukemia	OMIM:247640|OMIM:613065	MGI:109583
DOID:9952	acute lymphoblastic leukemia	OMIM:247640|OMIM:613065	MGI:107940
DOID:9119	acute myeloid leukemia	OMIM:601626	MGI:99480
DOID:9119	acute myeloid leukemia	OMIM:601626	MGI:5558102
DOID:9119	acute myeloid leukemia	OMIM:601626	MGI:2444354
DOID:9119	acute myeloid leukemia	OMIM:601626	MGI:6315192
DOID:9119	acute myeloid leukemia	OMIM:601626	MGI:96995
DOID:9119	acute myeloid leukemia	OMIM:601626	MGI:5548207
DOID:9119	acute myeloid leukemia	OMIM:601626	MGI:98282
DOID:9119	acute myeloid leukemia	OMIM:601626	MGI:101785
DOID:9119	acute myeloid leukemia	OMIM:601626	MGI:2684063
DOID:9119	acute myeloid leukemia	OMIM:601626	MGI:95559
DOID:9119	acute myeloid leukemia	OMIM:601626	MGI:1098280
DOID:0060318	acute promyelocytic leukemia	OMIM:612376	MGI:5306984
DOID:0060318	acute promyelocytic leukemia	OMIM:612376	MGI:2673324
DOID:0060227	Adams-Oliver syndrome	OMIM:100300|OMIM:614219|OMIM:615297|OMIM:616028	MGI:1859388
DOID:0060350	adenine phosphoribosyltransferase deficiency	OMIM:614723	MGI:88061
DOID:5810	adenosine deaminase deficiency	OMIM:102700	MGI:87916
DOID:5810	adenosine deaminase deficiency	OMIM:102700	MGI:2683065
DOID:0080150	adrenocorticotropic hormone deficiency	OMIM:201400	MGI:1891158
DOID:10588	adrenoleukodystrophy	OMIM:300100	MGI:1349215
DOID:0110913	adult hypophosphatasia	OMIM:146300	MGI:87983
DOID:0080093	adult-onset myofibrillar myopathy 2A	OMIM:608810	MGI:88516
DOID:0080093	adult-onset myofibrillar myopathy 2A	OMIM:608810	MGI:6103871
DOID:0080093	adult-onset myofibrillar myopathy 2A	OMIM:608810	MGI:5468018
DOID:0110011	advanced sleep phase syndrome 1	OMIM:604348	MGI:3837441
DOID:0110011	advanced sleep phase syndrome 1	OMIM:604348	MGI:1195265
DOID:0110012	advanced sleep phase syndrome 2	OMIM:615224	MGI:3837570
DOID:0110012	advanced sleep phase syndrome 2	OMIM:615224	MGI:3837571
DOID:0090003	agenesis of the corpus callosum with peripheral neuropathy	OMIM:218000	MGI:2135960
DOID:0110014	age related macular degeneration 1	OMIM:603075	MGI:98935
DOID:0110014	age related macular degeneration 1	OMIM:603075	MGI:3575688
DOID:0110014	age related macular degeneration 1	OMIM:603075	MGI:88518
DOID:0110024	age related macular degeneration 12	OMIM:613784	MGI:1333815
DOID:0110017	age related macular degeneration 4	OMIM:610698	MGI:88385
DOID:1474	aggressive periodontitis	OMIM:170650|OMIM:608526	MGI:1926321
DOID:0060341	agnathia-otocephaly complex	OMIM:202650	MGI:1336209
DOID:0060341	agnathia-otocephaly complex	OMIM:202650	MGI:1347465
DOID:0050629	Aicardi-Goutieres syndrome	OMIM:225750|OMIM:610181|OMIM:610329|OMIM:610333|OMIM:612952|OMIM:615010|OMIM:615846	MGI:1328317
DOID:0050629	Aicardi-Goutieres syndrome	OMIM:225750|OMIM:610181|OMIM:610329|OMIM:610333|OMIM:612952|OMIM:615010|OMIM:615846	MGI:1889575
DOID:0112321	"alacrima, achalasia, and impaired intellectual development syndrome"	OMIM:615510	MGI:1916330
DOID:9245	Alagille syndrome	OMIM:118450|OMIM:610205	MGI:1095416
DOID:0050741	alcohol dependence	OMIM:103780	MGI:1927073
DOID:4252	Alexander disease	OMIM:203450	MGI:3581786
DOID:4252	Alexander disease	OMIM:203450	MGI:95697
DOID:4252	Alexander disease	OMIM:203450	MGI:3809242
DOID:4252	Alexander disease	OMIM:203450	MGI:3581778
DOID:9270	alkaptonuria	OMIM:203500	MGI:96078
DOID:0050631	Allan-Herndon-Dudley syndrome	OMIM:300523	MGI:1203732
DOID:986	alopecia areata	OMIM:104000|OMIM:610753	MGI:2385321
DOID:0050634	alopecia universalis	OMIM:203655	MGI:96223
DOID:13372	alpha 1-antitrypsin deficiency	OMIM:613490	MGI:98376
DOID:13372	alpha 1-antitrypsin deficiency	OMIM:613490	MGI:3847800
DOID:0060601	alpha-2-plasmin inhibitor deficiency	OMIM:262850	MGI:107173
DOID:3413	alpha-mannosidosis	OMIM:248500	MGI:107286
DOID:0060602	alpha-methylacyl-CoA racemase deficiency	OMIM:614307	MGI:1098273
DOID:1099	alpha thalassemia	OMIM:604131	MGI:96014
DOID:0110030	alpha thalassemia-X-linked intellectual disability syndrome	OMIM:301040	MGI:103067
DOID:0050473	Alstrom syndrome	OMIM:203800	MGI:1934606
DOID:0050635	alternating hemiplegia of childhood	OMIM:104290|OMIM:614820	MGI:88107
DOID:0110042	Alzheimers disease 3	OMIM:607822	MGI:3693363
DOID:0110042	Alzheimers disease 3	OMIM:607822	MGI:3693207
DOID:0110042	Alzheimers disease 3	OMIM:607822	MGI:1202717
DOID:0110042	Alzheimers disease 3	OMIM:607822	MGI:3618598
DOID:0110042	Alzheimers disease 3	OMIM:607822	MGI:3525178
DOID:0110040	Alzheimers disease 4	OMIM:606889	MGI:2448606
DOID:0111060	Ambras type hypertrichosis universalis congenita	OMIM:145701	MGI:96678
DOID:0110060	amelogenesis imperfecta hypomaturation type 2A2	OMIM:612529	MGI:1353466
DOID:0110061	amelogenesis imperfecta hypomaturation type 2A3	OMIM:613211	MGI:3583957
DOID:0110052	amelogenesis imperfecta type 1B	OMIM:104500	MGI:1333772
DOID:0110058	amelogenesis imperfecta type 1E	OMIM:301200	MGI:88005
DOID:0110058	amelogenesis imperfecta type 1E	OMIM:301200	MGI:3716187
DOID:0111722	amelogenesis imperfecta type 3C	OMIM:618386	MGI:2443373
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:4849841
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5621056
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:4452507
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:2388294
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:3793783
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:2183652
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5449891
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5630055
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:1298397
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:2388309
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:2178798
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:2388308
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:2388295
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:2388297
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:2388296
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5621171
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:2183553
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:3785089
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5449419
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:98351
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:98352
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5499105
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:4440538
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5699309
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5699311
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5308397
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5621060
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5286584
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5448545
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:3629225
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5297586
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:5575974
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:103178
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:3573957
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:3573959
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:3573960
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:4843142
DOID:0060193	amyotrophic lateral sclerosis type 1	OMIM:105400	MGI:2183653
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:5000262
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:5922012
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:5559587
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:5476818
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:5476817
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:5476814
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:5463118
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:2387629
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:5310798
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:5002478
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:5000263
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:4839652
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:4839651
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:4438487
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:4438486
DOID:0060201	amyotrophic lateral sclerosis type 10	OMIM:612069	MGI:4358721
DOID:0060206	amyotrophic lateral sclerosis type 15	OMIM:300857	MGI:5829049
DOID:0060206	amyotrophic lateral sclerosis type 15	OMIM:300857	MGI:5896607
DOID:0060212	amyotrophic lateral sclerosis type 21	OMIM:606070	MGI:1298379
DOID:0080225	amyotrophic lateral sclerosis type 23	OMIM:617839	MGI:108481
DOID:0060196	amyotrophic lateral sclerosis type 4	OMIM:602433	MGI:2443480
DOID:0060196	amyotrophic lateral sclerosis type 4	OMIM:602433	MGI:6881753
DOID:0060198	amyotrophic lateral sclerosis type 6	OMIM:608030	MGI:5644689
DOID:0060198	amyotrophic lateral sclerosis type 6	OMIM:608030	MGI:5644688
DOID:0060198	amyotrophic lateral sclerosis type 6	OMIM:608030	MGI:1353633
DOID:0060198	amyotrophic lateral sclerosis type 6	OMIM:608030	MGI:5577177
DOID:0060198	amyotrophic lateral sclerosis type 6	OMIM:608030	MGI:5618416
DOID:0060198	amyotrophic lateral sclerosis type 6	OMIM:608030	MGI:5445409
DOID:0060198	amyotrophic lateral sclerosis type 6	OMIM:608030	MGI:6476960
DOID:0050752	amyotrophic lateral sclerosis type 8	OMIM:608627	MGI:5544192
DOID:0050801	androgenic alopecia	OMIM:109200|OMIM:300710|OMIM:612421	MGI:4818966
DOID:4674	androgen insensitivity syndrome	OMIM:300068	MGI:88064
DOID:4674	androgen insensitivity syndrome	OMIM:300068	MGI:95543
DOID:0060668	anencephaly	OMIM:206500	MGI:1923799
DOID:0060668	anencephaly	OMIM:206500	MGI:107444
DOID:0060668	anencephaly	OMIM:206500	MGI:109360
DOID:1932	Angelman syndrome	OMIM:105830	MGI:105098
DOID:1932	Angelman syndrome	OMIM:105830	MGI:4830894
DOID:1932	Angelman syndrome	OMIM:105830	MGI:98347
DOID:0090119	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	OMIM:106260	MGI:1330810
DOID:0060604	ankyloglossia	OMIM:106280	MGI:1341817
DOID:0111700	ankyrin-B-related cardiac arrhythmia	OMIM:600919	MGI:88025
DOID:0060850	annular pancreas	OMIM:167750	MGI:95683
DOID:0060850	annular pancreas	OMIM:167750	MGI:96533
DOID:3755	antithrombin III deficiency	OMIM:613118	MGI:88095
DOID:2030	anxiety disorder	OMIM:607834	MGI:96273
DOID:12449	aplastic anemia	OMIM:609135	MGI:107656
DOID:12449	aplastic anemia	OMIM:609135	MGI:1197013
DOID:14755	argininosuccinic aciduria	OMIM:207900	MGI:88084
DOID:0090122	aromatase excess syndrome	OMIM:139300	MGI:88587
DOID:0090122	aromatase excess syndrome	OMIM:139300	MGI:2450860
DOID:0090123	aromatic L-amino acid decarboxylase deficiency	OMIM:608643	MGI:94876
DOID:0110081	arrhythmogenic right ventricular dysplasia 10	OMIM:610193	MGI:1196466
DOID:0110083	arrhythmogenic right ventricular dysplasia 12	OMIM:611528	MGI:5660495
DOID:0110083	arrhythmogenic right ventricular dysplasia 12	OMIM:611528	MGI:96650
DOID:0110083	arrhythmogenic right ventricular dysplasia 12	OMIM:611528	MGI:6501729
DOID:0110074	arrhythmogenic right ventricular dysplasia 5	OMIM:604400	MGI:105381
DOID:0110076	arrhythmogenic right ventricular dysplasia 8	OMIM:607450	MGI:109611
DOID:0110077	arrhythmogenic right ventricular dysplasia 9	OMIM:609040	MGI:6188928
DOID:0110077	arrhythmogenic right ventricular dysplasia 9	OMIM:609040	MGI:6188927
DOID:0050644	arterial calcification of infancy	OMIM:208000|OMIM:614473	MGI:97370
DOID:0050645	arterial tortuosity syndrome	OMIM:208050	MGI:1918961
DOID:0060688	arteriovenous malformations of the brain	OMIM:108010	MGI:107471
DOID:0060688	arteriovenous malformations of the brain	OMIM:108010	MGI:95392
DOID:0060688	arteriovenous malformations of the brain	OMIM:108010	MGI:96680
DOID:0060688	arteriovenous malformations of the brain	OMIM:108010	MGI:1338946
DOID:0060688	arteriovenous malformations of the brain	OMIM:108010	MGI:4431196
DOID:0050461	aspartylglucosaminuria	OMIM:208400	MGI:104873
DOID:0110085	asphyxiating thoracic dystrophy 1	OMIM:208500	MGI:2146906
DOID:0110086	asphyxiating thoracic dystrophy 2	OMIM:611263	MGI:1915509
DOID:0110087	asphyxiating thoracic dystrophy 3	OMIM:613091	MGI:1915509
DOID:0110087	asphyxiating thoracic dystrophy 3	OMIM:613091	MGI:107736
DOID:2841	asthma	OMIM:600807	MGI:96615
DOID:2841	asthma	OMIM:600807	MGI:102672
DOID:2841	asthma	OMIM:600807	MGI:5444500
DOID:2841	asthma	OMIM:600807	MGI:1888984
DOID:2841	asthma	OMIM:600807	MGI:105367
DOID:12704	ataxia telangiectasia	OMIM:208900	MGI:107202
DOID:0050682	Athabaskan brainstem dysgenesis syndrome	OMIM:601536	MGI:96170
DOID:3310	atopic dermatitis	OMIM:603165	MGI:2181407
DOID:3310	atopic dermatitis	OMIM:603165	MGI:3845900
DOID:3310	atopic dermatitis	OMIM:603165	MGI:5317860
DOID:3310	atopic dermatitis	OMIM:603165	MGI:1855696
DOID:3310	atopic dermatitis	OMIM:603165	MGI:107361
DOID:3310	atopic dermatitis	OMIM:603165	MGI:104741
DOID:3310	atopic dermatitis	OMIM:603165	MGI:1931595
DOID:3310	atopic dermatitis	OMIM:603165	MGI:96556
DOID:3310	atopic dermatitis	OMIM:603165	MGI:1891009
DOID:3310	atopic dermatitis	OMIM:603165	MGI:2143599
DOID:3310	atopic dermatitis	OMIM:603165	MGI:96541
DOID:3310	atopic dermatitis	OMIM:603165	MGI:6330733
DOID:3310	atopic dermatitis	OMIM:603165	MGI:107936
DOID:3310	atopic dermatitis	OMIM:603165	MGI:1920428
DOID:3310	atopic dermatitis	OMIM:603165	MGI:1919163
DOID:3310	atopic dermatitis	OMIM:603165	MGI:1926370
DOID:3310	atopic dermatitis	OMIM:603165	MGI:5564934
DOID:3310	atopic dermatitis	OMIM:603165	MGI:5563690
DOID:3310	atopic dermatitis	OMIM:603165	MGI:5563664
DOID:3310	atopic dermatitis	OMIM:603165	MGI:1261423
DOID:3310	atopic dermatitis	OMIM:603165	MGI:103289
DOID:3310	atopic dermatitis	OMIM:603165	MGI:3850184
DOID:3310	atopic dermatitis	OMIM:603165	MGI:1096335
DOID:3310	atopic dermatitis	OMIM:603165	MGI:1913331
DOID:3310	atopic dermatitis	OMIM:603165	MGI:3621155
DOID:0110098	atopic dermatitis 2	OMIM:605803	MGI:95553
DOID:0050649	atransferrinemia	OMIM:209300	MGI:98821
DOID:0110106	atrial heart septal defect 1	OMIM:108800	MGI:88613
DOID:0110106	atrial heart septal defect 1	OMIM:108800	MGI:97380
DOID:0110106	atrial heart septal defect 1	OMIM:108800	MGI:3522243
DOID:0110106	atrial heart septal defect 1	OMIM:108800	MGI:4821838
DOID:0110107	atrial heart septal defect 2	OMIM:607941	MGI:95664
DOID:0110112	atrial heart septal defect 7	OMIM:108900	MGI:97350
DOID:0060689	atrichia with papular lesions	OMIM:209500	MGI:97402
DOID:0060689	atrichia with papular lesions	OMIM:209500	MGI:96223
DOID:0060689	atrichia with papular lesions	OMIM:209500	MGI:1930205
DOID:0050651	atrioventricular septal defect	OMIM:606215|OMIM:614430|OMIM:614474	MGI:3584243
DOID:0050651	atrioventricular septal defect	OMIM:606215|OMIM:614430|OMIM:614474	MGI:88180
DOID:0050651	atrioventricular septal defect	OMIM:606215|OMIM:614430|OMIM:614474	MGI:88613
DOID:0050651	atrioventricular septal defect	OMIM:606215|OMIM:614430|OMIM:614474	MGI:3522243
DOID:0050651	atrioventricular septal defect	OMIM:606215|OMIM:614430|OMIM:614474	MGI:2671284
DOID:0050651	atrioventricular septal defect	OMIM:606215|OMIM:614430|OMIM:614474	MGI:2682064
DOID:0050651	atrioventricular septal defect	OMIM:606215|OMIM:614430|OMIM:614474	MGI:1100864
DOID:0050651	atrioventricular septal defect	OMIM:606215|OMIM:614430|OMIM:614474	MGI:4821841
DOID:0050651	atrioventricular septal defect	OMIM:606215|OMIM:614430|OMIM:614474	MGI:1921272
DOID:0050651	atrioventricular septal defect	OMIM:606215|OMIM:614430|OMIM:614474	MGI:2449205
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:8215111
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:1928478
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:2685233
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:1927140
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:4452244
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:98331
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:98475
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:1098283
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:5529514
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:2179277
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:2441950
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:98743
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:94862
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:6259172
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:101764
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:109126
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:87891
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:1270841
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:88424
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:88355
DOID:1094	attention deficit hyperactivity disorder	OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312	MGI:1355272
DOID:12849	autistic disorder	OMIM:209850	MGI:88025
DOID:417	autoimmune disease	OMIM:109100	MGI:5661470
DOID:417	autoimmune disease	OMIM:109100	MGI:1920455
DOID:417	autoimmune disease	OMIM:109100	MGI:1196990
DOID:417	autoimmune disease	OMIM:109100	MGI:1890220
DOID:718	autoimmune hemolytic anemia	OMIM:205700	MGI:5317860
DOID:718	autoimmune hemolytic anemia	OMIM:205700	MGI:1855696
DOID:0081242	"autoimmune interstitial lung, joint, and kidney disease"	OMIM:616414	MGI:1334462
DOID:6688	autoimmune lymphoproliferative syndrome	OMIM:601859	MGI:95484
DOID:6688	autoimmune lymphoproliferative syndrome	OMIM:601859	MGI:99255
DOID:0110116	autoimmune lymphoproliferative syndrome type 2B	OMIM:607271	MGI:1261423
DOID:0050167	autoimmune polyendocrine syndrome type 1	OMIM:240300	MGI:1338803
DOID:0060690	autosomal dominant auditory neuropathy 1	OMIM:609129	MGI:1927222
DOID:0060690	autosomal dominant auditory neuropathy 1	OMIM:609129	MGI:5462249
DOID:0060690	autosomal dominant auditory neuropathy 1	OMIM:609129	MGI:5468142
DOID:0080720	autosomal dominant congenital deafness with onychodystrophy	OMIM:124480	MGI:109618
DOID:0111206	autosomal dominant distal hereditary motor neuronopathy 2	OMIM:158590	MGI:2135756
DOID:0080224	autosomal dominant dystrophic epidermolysis bullosa	OMIM:131750	MGI:88462
DOID:0090107	autosomal dominant hypocalcemia 1	OMIM:601198	MGI:1351351
DOID:0090108	autosomal dominant hypocalcemia 2	OMIM:615361	MGI:95766
DOID:0050948	autosomal dominant hypophosphatemic rickets	OMIM:193100	MGI:5465568
DOID:0050948	autosomal dominant hypophosphatemic rickets	OMIM:193100	MGI:1891427
DOID:0070056	autosomal dominant intellectual developmental disorder 26	OMIM:615834	MGI:1919847
DOID:0070068	autosomal dominant intellectual developmental disorder 38	OMIM:616393	MGI:1096317
DOID:0070069	autosomal dominant intellectual developmental disorder 39	OMIM:616521	MGI:1100511
DOID:0070037	autosomal dominant intellectual developmental disorder 7	OMIM:614104	MGI:1330299
DOID:0060871	autosomal dominant keratitis-ichthyosis-deafness syndrome	OMIM:148210	MGI:5635522
DOID:0060871	autosomal dominant keratitis-ichthyosis-deafness syndrome	OMIM:148210	MGI:95720
DOID:0110305	autosomal dominant limb-girdle muscular dystrophy type 1	OMIM:603511	MGI:5767287
DOID:0060684	autosomal dominant nocturnal frontal lobe epilepsy 3	OMIM:605375	MGI:3843694
DOID:0060684	autosomal dominant nocturnal frontal lobe epilepsy 3	OMIM:605375	MGI:87891
DOID:0110544	autosomal dominant nonsyndromic deafness 12	OMIM:601543	MGI:109575
